,Text,,
824,"@JBStonestreet = is usually outraged about euthanasia, what will he say now? ?òPro-Life??Texas Lt. Gov. Dan Patrick Says Grandparents Are Willing to Die From Coronavirus to Save US Economy For Grandchildren ",,
825,95-Year-Old Woman Is Oldest Patient To Recover From Coronavirus In Italy ,,
826,Here is another one. Watch at 1:48. This is supposed to be about coronavirus pandemic. Bad example. @shaunking,,
827,8 inmates flee South Dakota jail where there was a positive coronavirus test https://www.nbcnews.com/news/us-news/8-inmates-escape-south-dakota-jail-where-there-was-positive-n1167846 via @nbcnews,,
828,"In his unprecedented dual role as president & owner of a sprawling business, Trump is facing dual crises caused by the coronavirus. As he is trying to manage the pandemic, limiting its casualties as well as the economic fallout, his company is also navigating a major threat.",,
829,And raised over 3 million dollars for coronavirus relief efforts ?•Ô∏è,,
830,?åÊõ¥?∞Ôºö?∞Âûã?≥„É≠?ä„Ç¶?§„É´??ÂøóÊùë?ë„Çì?ï„Çì?åÈôΩ?ß„Åß?•Èô¢?®„ÅÆ?±ÈÅì??#Coronavirus ,,
831,"Comic Con Fans Had Coronavirus Refunds Stolen, Organizer Alleges in Fraud Lawsuit https://www.hollywoodreporter.com/thr-esq/comic-con-fans-had-coronavirus-refunds-stolen-organizer-alleges-fraud-lawsuit-1286186 via @thr",,
832,Basically three show has been about as entertaining as the Corona virus.,,
833,"Trump wants ?òthe country opened' as soon as he knew his businesses, which he is not allowed to own yet does own, were to be closed during this crisis; but easing coronavirus restrictions now would be disastrous, experts say ",,
834,#COVID19 #coronavirus #StayAtHome,,
835,Top Public Health Expert: Lifting Coronavirus Restrictions Now Could Kill Millions - HuffPost https://www.huffpost.com/entry/public-health-expert-coronavirus-restrictions_n_5e79f2dfc5b6f5b7c54b0b26 via @GoogleNews,,
836,CORONAV√çRUS FLOPOU,,
837,THE REAL REASON TRUMP WANTS TO RUSH ENDING CORONAVIRUS HEALTH MEASURES!... ,,
838,"This is very thoughtful---> How @sadierob is helping 5,000+ brides-to-be during the Coronavirus. ",,
839,,,
840,Spain requests NATO assistance to tackle coronavirus pandemic ,,
841,I think Glenn Beck's studio should become a Coronavirus shelter.,,
842,What is the safe amount of Corona anyone can drink without an increase in the risk of contracting the Coronavirus? #StupidWHBriefingQuestions,,
843,This 39-year-old New Orleans woman tested for coronavirus. She died before getting her results. https://www.nola.com/news/coronavirus/article_bdc4e802-6b90-11ea-a747-832e94bc7f56.html?utm_medium=social&amp;utm_source=twitter&amp;utm_campaign=user-share via @nolanews,,
844,"Joel Freedman is today?ôs profiteering asshole of the day! Eminent domain, please, and tell this jerkoff to go fuck himself. Live updates: White House asks everyone who left coronavirus-stricken N.Y.C. area recently to self-quarantine for 14 days https://www.washingtonpost.com/world/2020/03/24/coronavirus-latest-news/",,
845,Coronavirus: How to Boost Your Immune System? https://heavy.com/news/2020/03/coronavirus-immune-system/ via @heavysan,,
846,"Now is not the time to lie & spread misinformation. Within 2 weeks of the first US case, #Trump took unprecedented action to ban travel from #China. Must faster action than Obama took with #H1N1. #coronavirus",,
847,Nobody?ôs risk is zero when it comes to the Covid-19 coronavirus. https://www.vox.com/2020/3/23/21190033/coronavirus-covid-19-deaths-by-age via @dylanlscott,,
848,Trump on House Dems' coronavirus relief bill: 'No way I?ôm signing that deal' with 'Green New Deal stuff' https://fxn.ws/3dsfjwo #FoxNews,,
849,It's up to you: data shows #coronavirus can only be controlled in Australia if eight out of 10 stay home. ,,
850,The untold origin story of the N95 mask https://www.fastcompany.com/90479846/the-untold-origin-story-of-the-n95-mask by @ctrlzee via @FastCompany #n95masks #covid19 #coronavirus,,
851,He didn?ôt have to do anything. You idiots did it for him. Presidents need to be able to walk and chew gum at the same time. The fact is he blew off the coronavirus. This is a pathetic defense,,
852,Meek Mill Fans Believe He Had Coronavirus Last Year http://dlvr.it/RSVXP1 via @ChiRaqLeakerz,,
853,"One moment during President Donald Trump?ôs Fox News appearance on Tuesday served as the starkest example yet of how much he does not understand the seriousness of the coronavirus pandemic: He urged Americans to flock to churches on Easter Sunday, just 19 days away.",,
854,"You lost me at the last sentence. Alls I know is that we all consider you the super spreader. Also how did Mom emerge unscathed? Oh yeah, Fox News coronavirus is a hoax immunity.",,
855,#US #Health #Coronavirus #COVID??9 --&gt; @NationalGuard troops are deploying to help with coronavirus. Here?ôs what they?ôre doing. ,,
856,"Emergency medical workers in San Francisco will wear 'smart rings' that monitor body temperature, heart rate, and breathing to detect early warning signs of coronavirus infection ... https://mol.im/a/8148239 via @MailOnline",,
857,People don?ôt find it funny when I buy a case of Corona at Sam?ôs and announce my love for Coronavirus....?§£?§£?§£?§£,,
858,Espa√±a solicita asistencia a la OTAN para hacer frente al coronavirus ,,
859,"Media are blaring ?úcoronavirus coverage??wall to wall and repressing the full picture of the economic war against the people, and its human cost (Rappoport, 2020).",,
860,Dems Get SLAMMED for Blocking Coronavirus Relief Package https://youtu.be/P8HYlFQUmUM via @YouTube,,
861,Pence: FDA approving 'off-label' use for hydroxychloroquine to help coronavirus patients https://fxn.ws/2QJh7ar #FoxNews,,
862,"Trump's formula: talk of #Coronavirus +""war"" against virus talk+apocalyptic evangelical Christian sodiers fired up+corporate messaging ampified throughout the country=electoral base animated to the fullest. Meanwhile, the Democrats r firing up with... ",,
863,"SANTA ROSA: Three Santa Rosa Law enforcement officers have tested positive for the coronavirus, reports the Press Democrat: ",,
864,"#Coronavirus- Dios te salve, Maria. Llena eres de gracia: El Se≈Ñor es contigo. Bendita t√∫ eres entre todas las mujeres. Y bendito es el fruto de tu vientre: Jes√∫s. Santa Mar√≠a, Madre de Dios, ruega por nosotros pecadores, ahora y en la hora de nuestra muerte.. Am√©n @_CarlosRivera",,
865,Has the value of your home been affected by the Corona Virus? https://www.thefolsomranchrealtors.com/post/your-home-value-and-covid-19,,
866,Coronavirus COVID-19 Global Cases by the Center for Systems Science and Engineering (CSSE) at Johns Hopkins University (JHU) https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,,
867,"MEDICATION SHORTAGE: ""For me, this drug keeps me alive.??Hydroxychloroquine & chloroquine are drugs used to treat lupus, rheumatoid arthritis & fight malaria. Now they are being studied to treat the coronavirus. As a result, there are reported shortages. ",,
868,"Two health care workers do an elbow bump before starting work at an outdoor flu, respiratory pathogen panel and #COVID19 testing site in Lincoln. More photos from our staff as #Nebraska deals with #coronavirus -&gt; http://bit.ly/3d6rvTe",,
869,@RealDonaldTrump @VP Coronavirus Is Now In All 50 States! ,,
870,Black Canadians and Coronavirus COVID-19 https://buzten.com/health/mens-health/black-canadians-and-coronavirus-covid-19/,,
871,"RT @ShimonPro: 691 people have died, according to CNN Health?ôs tally of US cases. There are at least 52,728 cases of the novel coronavirus.",,
872,Coronavirus help: 2 big California apartment landlords offer rent-deferral plans. Moves come with cash-strapped tenants facing April 1 rent payment. ,,
873,"Think you've been exposed to the coronavirus, COVID-19? Here's what to do next. #StayHomeStayHealthy",,
874,"So even coronavirus- an active global pendemic that's killed more than 18,000 people, including 700 people in the United States- is a partisan issue............ smdh.",,
875,The Coronavirus Bailout Stalled. And It?ôs Mitch McConnell?ôs Fault. https://nyti.ms/2UcolG2 His bill would give 100s of billions of dollars to corporations ??potentially including President Trump's ??without a binding commitment to preserve worker jobs and wages.,,
876,"Like so many young athletes, the 2016 Lompoc High graduate had her senior season of college athletics cut short by the ongoing coronavirus pandemic. ",,
877,How KTVB is practicing social distancing and self-isolation during the coronavirus pandemic ,,
878,"Yo! There have definitely been MANY inappropriate photos used by media outlets that perpetuated racism with coronavirus, but I don?ôt think this is one of them. I (the photographer) don?ôt even know if this person is Asian and I don?ôt think you do either...",,
879,https://tenor.com/view/monty-python-coronavirus-pandemic-surprise-march-gif-16611833?utm_source=share-button&amp;utm_medium=Social&amp;utm_content=twitter #MontyPython #coronavirus #pandemic,,
880,Now officially the whole world is now infected??#covid19 #chinesevirus #coronavirus #WorldHealthOrganization,,
881,All this is sure to cure Coronavirus.,,
882,Dana Perino calls proposed $35M for Kennedy Center in House coronavirus bill 'the new bridge to nowhere' https://fxn.ws/2UAfE7G #FoxNews,,
883,I read about this you cannot charge them with a misdemeanor for failure to social distance. However because of them not social distancing they can track the coronavirus and pass it on to somebody else then he'll yes you can charge them,,
884,Neil Diamond Sings ?úSweet Caroline??Song About Washing Hands Amid Coronavirus Outbreak ,,
885,Check out this new post! Lead with Visibility & Agility During and Beyond the Pandemic https://bit.ly/2UxnRtl @DHenschen @constellationr #planning FP&amp;A #CorporatePerformanceManagement #COVID19 #coronavirus #RemoteWork #Cloud,,
886,"In 15 minutes, @SterlingKBrown will be on the Variety instagram to discuss all things #ThisIsUs and mental health in the age of coronavirus http://instagram.com/variety/",,
887,THE KIND OF NEWS WE NEEDED! I feel like Chuck Norris just did a roundhouse kick to some of the coronavirus scare. https://twitter.com/WashPostPR/status/1242568661338075136,,
888,Let Bernie debate himself. Joe can hold a Coronavirus live stream at the same time and actually invite some scientists and medical people. And ditch the live band.,,
889,"Baby Yoda introduced: peacetime, prosperity, and a good economy Baby Nut introduced: coronavirus, death, tanked economy @MrPeanut look what you?ôve done",,
890,"""We shouldn't have to choose between our health and our basic human rights."" #privacy #surveillance #spying #coronavirus ",,
891,This is just to prove how corrupt Florida is... it?ôs a GOP haven for rght wing kiss asses!! Coronavirus Florida: Lake Worth Beach city commission meeting turns ugly https://youtu.be/2bgCCXSrwHA via @YouTube,,
892,"Y todav√≠a ven una imagen pendeja donde Trump le toma la mano del presidente de china y ya porque la imagen dice ""CONFIRMADO, CORONAVIRUS NO EXISTE Y ES UN PLAN ENTRE ESTADOS UNIDOS Y CHINA, NO CONOCES NI CONOCER√ÅS A NADIE CON CORONAVIRUS, PORQU√â? POR QUE NO EXISTE""",,
893,I feel like there is only one hero who can save us from the coronavirus. ,,
894,Science Experts Quietly Admit Trump's Actions Are Saving Lives During Coronavirus Epidemic ,,
895,Fox News anchors fail to challenge Trump as he misleads during coronavirus town hall ,,
896,"I told my daughters, kissing boys gives you the Coronavirus. Thanks covid 19 hoe",,
897,How Wildlife Trade Started #Covid19 #CoronaVirus @Dodo https://youtu.be/ivyZRaYOf_8 Informative video on how diseases transfer from wild animals through exotic pet and meat markets. Maybe sources of #Ebola &amp; #HIV too. Sadly infection numbers up. https://coronavirus.jhu.edu/ @JohnsHopkins,,
898,"Due to the corona virus pandemic, showcasing your skincare routine on IG stories when ~nobody asked you~ is now acceptable",,
899,We already destroy native Americans with smallpox. Let?ôs not let #coronavirus damage them further.,,
900,"China Is About To Lift Its Lockdown Of Wuhan, Where The Coronavirus Originated ",,
901,So glad so many people are staying home (I say sarcastically as I notice the usual amount of traffic pass by our house all freakin day.) Good job guys. We'll all be healthy in no time ?òí #StayHome #coronavirus,,
902,"COVID-19 latest in Louisiana: 1,388 cases in state, 46 deaths reported; 675 cases in New Orleans. This growth rate is alarming. #coronavirus ",,
903,Trump says there's 'light at the end of the tunnel' as White House pitches $6T coronavirus stimulus package https://fxn.ws/2Jejoq8 #FoxNews we all want and need to get through this. But where is the money coming from? I pray the good guys didn?ôt cave to the dark sides demands.,,
904,Are Democrats Trying to Steal the 2020 Election With Pelosi's New Coronavirus Bill? https://pjmedia.com/trending/are-democrats-are-trying-to-steal-the-2020-election-with-pelosis-new-coronavirus-bill/ #NewsandPolitics via @pjmedia_com,,
905,What do they do for coronavirus?,,
906,"NRA Plans Layoffs, 20% Cut In Pay For Employees Due To #Coronavirus' Economic Hit : #FuckTheNRA",,
907,#Sisolak Bars Malaria Drugs For #Coronavirus Treatment #chloroquine #CoronavirusOutbreak #kxnt #vegas #staytogether #StayHomeForNevada https://kxnt.radio.com/articles/ap-news/sisolak-bars-malaria-drugs-for-coronavirus-treatment via @KXNT,,
908,Corona Virus Update _ (New York Time) #coronavirus #Hantavirus,,
909,A Doctor?ôs Advice on How to Protect Yourself From Coronavirus https://heavy.com/news/2020/03/doctor-protect-coronavirus/ via @heavysan,,
910,Arizona State University said it had 15 confirmed cases of coronavirus among its student population as of Monday. ,,
911,"Has anyone heard or actually seen proof of someone testing positive for the coronavirus in Perkasie? Three different people have now told me about it, but haven't furnished any proof",,
912,.?ôå?èº What other states can learn from New Mexico's coronavirus response https://www.msnbc.com/11th-hour/watch/what-other-states-can-learn-from-new-mexico-s-coronavirus-response-81123909679 via @msnbc,,
913,EPISD is looking to soften the blow of coronavirus on its employees. The district just approved a plan to pay substitutes and part time employees twice a month until schools reopen. ,,
914,"Lol. There's not a person on the planet that buys this, Tara. However, you might be able to save a little face by interviewing & writing about these folks. Will you? 'Miracle' malaria drug touted by Trump saved us from coronavirus, claim Americans ",,
915,These Boyle Heights Bar Consultants Are Helping Undocumented Restaurant Workers During the Coronavirus Crisis https://www.lamag.com/digestblog/no-us-without-you-undocumented/ via @LAMag,,
916,Congress unlikely to give stimulus deal final approval Tuesday and talks likely to slip into Wednesday: Top negotiators signaled on Tuesday that a bipartisan deal on a massive stimulus package to respond to the coronavirus crisis is imminent with all??https://www.cnn.com/2020/03/24/politics/congress-vote-coronavirus-economic-stimulus/index.html?utm_source=dlvr.it&amp;utm_medium=twitter,,
917,"Connecticut party of 50 guests became coronavirus 'super-spreading event,' report says https://fxn.ws/3dr4IBU #FoxNews",,
918,Quarantine day ?§∑?èΩ?ç‚ôÇÔ∏? Organized my concert merch hoodies by the date of the concerts......I?ôve reached a whole different level of bordem #coronavirus,,
919,A great discussion of what the #UNSC could - and should - be doing in response to #COVID19. The Security Council is uniquely positioned to contribute to countering coronavirus but political rivalries and 'sovereignty concerns' might get in the way once again. ,,
920,Yay for convalescent plasma! Let's hope it helps!!! FDA will allow doctors to treat critically ill coronavirus patients with blood from survivors https://www.nbcnews.com/news/us-news/fda-will-allow-doctors-treat-critically-ill-coronavirus-patients-blood-n1167831 via @nbcnews,,
921,"How can #employers manage workplace disruptions during the #COVID19 #coronavirus pandemic? Our chief medical officer, Dr. Ami Parekh, shares best practices and advice on how to navigate this unprecedented moment in @EBNbenefitnews",,
922,"This is tip of iceberg , how well is India prepared to deal with Coronavirus: ??WHO????DrTedros??
923,Smooth. I am supporting @elijahdaniel's #CULTforGOOD Project to bring hundreds of thousands of necessities and FREE coronavirus testing to the homeless population during this COVID-19 outbreak"," but they still need support. Please donate if you can: """,
924,"It's hard to believe it's been 35yrs.I can't stop listening to this.Some great music artist,now and then.Great cause Thank you for coming up with plans for the new ""we are the world""to help fundraise against the coronavirus.??LionelRichie??
925,Police: Utah man recently released from halfway house because of #coronavirus concerns broke into woman's home"," threatened to cut her head off """,
926,"On of the benefits of being in lockdown with a freezer full of oxtail and pork neck bones. Also: if anyone wants any coronavirus cooking lessons via google hangout, let me know! I can show you how to make some of my best recipes with accessible ingredients. ",,
927,Climate Activists Urging Democrats to Use Coronavirus Crisis to Leverage Their Agenda https://pjmedia.com/trending/climate-activists-urging-democrats-to-use-coronavirus-crisis-to-leverage-their-agenda/ #NewsandPolitics via @pjmedia_com,,
928,Wefunder launches campaign to help coronavirus-impacted small businesses crowdfund loans https://onlinemarketingconsultant4u.wordpress.com/2020/03/24/wefunder-launches-campaign-to-help-coronavirus-impacted-small-businesses-crowdfund-loans/,,
929,Great minds all work together! I order groceries and fast food on line. This supports the economy during Coronavirus emergency. You to can contribute by copying me!,,
930,#coronavirus #easter,,
931,"Covid-19 economic rescue plans must be green, say environmentalists https://www.theguardian.com/environment/2020/mar/24/covid-19-economic-rescue-plans-must-be-green-say-environmentalists #coronavirus",,
932,Gutfeld: Debate over when to lift coronavirus restrictions example of 'the prison of two ideas' https://fxn.ws/3at4Xut #FoxNews,,
933,The shellfish world is being challenged by the latest restaurant shut downs. #coronavirus #shellfish,,
934,Perhaps coronavirus is mother nature saying ?úwe?ôre bringing back natural selection for humans and there?ôs nothing you can do about it???òÇ,,
935,Coronavirus: Adam Schiff Defends Pelosi?òs Changes to Voting Law in Emergency Relief Bill https://www.breitbart.com/politics/2020/03/24/coronavirus-adam-schiff-defends-pelosis-changes-to-voting-law-in-emergency-relief-bill/ - What 'Doesn't Fly with most Americans' is a communist shift-4-brains moron like you,,
936,You're exactly right. It is a total shame that they had a bipartisan package in the senate until Pelosi got back in town. The are watching Americans suffer and die while trying to include a wish list that has nothing to do with the coronavirus. The dems are killing Americans,,
937,"""Never let a good crisis go to waste"" Corona Virus and #DeepEvents",,
938,What To Do If Your 401(k) Took A Big Hit Thanks To The Coronavirus ,,
939,How to Stay Connected During the Coronavirus Crisis ,,
940,Coronavirus owes me an all expenses paid spring break vacation bitch ,,
941,Cero confianza a ese infeliz deber√≠a haber renunciado si tiene sangre en la cara.,,
942,Harvey Weinstein tiene coronavirus https://vailenespanol.com/harvey-weinstein-tiene-coronavirus/ via @vailenespanol,,
943,COVID-19 Visualizer Great resource. World Map tracks #Coronavirus in real-time. Thank you ??sharonstone??for sharing this,,
944,"Video: The Coronavirus can affect any age and it is very serious. Please Follow the Government?ôs guidelines so you can stay healthy, also not to infect others in case you get infected. ",,
945,Bill Gates wants businesses to stay closed in coronavirus pandemic - Vox ,,
946,"If you are saying consumers having wallets with Fed Res will never happen; that does seem most unlikely and definitely not in time to be helpful wrt to coronavirus. That said, Digital Dollars / CBDC will eventually come - the main impact of Libra.",,
947,Nobody is going to tell you that you have lipstick on your teeth during the Coronavirus outbreak. https://www.instagram.com/p/B-IqIs1ge5G/?igshid=1nx51x9dtsftn,,
948,"Country Jam, scheduled for June 18-21, 2020, announces it will go on as planned despite Corona virus pandemic. ",,
949,"Do those 60% know that trump ignored intelligence about the coronavirus for two months, calling it a hoax? Do they know that he is failing in tooling up our Heathcare caregivers? He is reacting instead of being proactive &amp; thousands will die? Wait, it's the $, those greedy turds ",,
950,Maldita sea del coronavirus ?ò§?ò§?ò§,,
951,Thank you for not approving insanity! #TrounceDems2020 Trump on House Dems' coronavirus relief bill: 'No way I?ôm signing that deal' with 'Green New Deal stuff' ,,
952,"Coronavirus: Italy Daily Death Toll Rises Again, 743 Dead in 24 Hours ",,
953,Un poco de humor en estos tiempos de estar en casa ?§™?òù?§£?òÑ Gracias royisla86 por la idea ?ëç?èª #tiktok #coronavirusmemes?òÇ?òÇ?òÇ #Coronavirus #covid_19 #stayhome #staysafe #yolo #washyourhands #funny #funnyvideos #jzsodi @??https://www.instagram.com/p/B-Ip0HwnVQ4/?igshid=1psemskad6bc6,,
954,How the f**k is any of that going to help with coronavirus?,,
955,#H3H3 makes a video morons of #corona virus and leaves himself off the list. Blocking people for even the slightest disagrees.,,
956,Las Vegas News LA County sees 1st coronavirus death of a victim under 18 - Fox News http://dlvr.it/RSVXDs,,
957,Coronavirus impact: Monterey County Jail inmates skipping meals out of fear of catching COVID-19 https://www.thecalifornian.com/story/news/2020/03/23/coronavirus-update-california-monterey-county-jail-inmates-fear-covid-19/2893446001/ via @salnews,,
958,STAY HOME FOR NEVADA! Attorney General Ford is showing some serious hand washing spirit amid the coronavirus situation. How are you spending the day and keeping hand washing from getting too stale? Show us how you #stayhomefornevada at http://mynews4.com/chimein!,,
959,"I hear ya, tell em to don?ôt Facebook our twitter lol. Anyways this coronavirus is crazy man.",,
960,Corona stopped reggae Corona stopped churches Coronavirus is strong #covid_19Ke,,
961,"ba√±ense bien esta noche, no entren a la casa con la ropa q usaron hoy. les deseo una segura #cuarentena, espero lo tomen con la seriedad que lo amerita. el presidente no le puede colocar un policia a su vecino y lo mismo le diria a su vecino de ud. #coronavirus #Colombia",,
962,"Trump is scheduled for a presser to lay blame of Coronavirus Pandemic on victims. ?úIf only we didn?ôt have all these sick people, things would be good, very good!?? potus was quoted saying as he left for the press room. ",,
963,Corona Virus now this hantavirus? Wtf look that up!,,
964,Can you make a track called Coronavirus Blues?,,
965,I still don?ôt believe in this corona virus.. sorry,,
966,New York hospitals treating coronavirus patients with vitamin C https://nypost.com/2020/03/24/new-york-hospitals-treating-coronavirus-patients-with-vitamin-c/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypmetro,,
967,?§¶?ç‚ôÇÔ∏?Liberty University set to welcome back thousands of students amid coronavirus outbreak ,,
968,"#NotDying4WallStreet is something everyone should be sharing... #coronavirus is spreading everywhere, people are dying, countries all over the world are locking down, and @realDonaldTrump is more worried about #wallstreet than the #StayAtHomeOrder",,
969,A message from SMC Health & Wellbeing Director Dr. Susan Fila: ??How to manage stress: https://youtu.be/fRimGQWDtdc ??24/7 emotional support line: 1-800-691-6003 ??Need food? foodsecurity@smc.edu ??Coronavirus is not an excuse for racism More info: http://www.smc.edu/NewsRoom/Pages/Announcements.aspx#March24-Anxiety-Reminder,,
970,"""Coronavirus party"". ",,
971,STAY HOME FOR NEVADA! Attorney General Ford is showing some serious hand washing spirit amid the coronavirus situation. How are you spending the day and keeping hand washing from getting too stale? Show us how you #stayhomefornevada at http://mynews4.com/chimein!,,
972,"Here?ôs another wrinkle that I have read lately, at death someone with a respiratory illness may have numerous viruses and bacteria in them. Just because somebody tests positive for coronavirus doesn?ôt necessarily mean that?ôs what killed them.",,
973,EN VIVO: Actualizaci√≥n del gobernador Abbott sobre los esfuerzos contra el Coronavirus. ,,
974,"?úI?ôll do what I want?? Why the people ignoring social distancing orders just won?ôt listen -As a few cling to old mottos of patriotism and perseverance in the face of the coronavirus crisis, one expert warns it could be a ?úformula for disaster.??",,
975,I am angry that Chuck Schumer and Nancy Pelosi are holding the American economy hostage so they can funnel more money to abortion clinics! What does this have to do with Coronavirus? ,,
976,"Follow Tim from the National Cowboy Museum @ncwhm... He's the head of security who had to take over their social media duties due to the #CoronaVirus. It's wholesome, entertaining and educational :)",,
977,Marketing | Snapchat Reveals How Coronavirus Is Changing the Way We Live ,,
978,"Meanwhile, Bernie, a sitting senator is having a coronavirus variety hour from Vermont while senate is in session. A much better response imo.",,
979,But then the #corporate #oligarchy wouldn't be in control. #greed #inequality #coronavirus #BailOutPeopleNotCorporations #workers #GeneralStrike,,
980,"If either of my parents get coronavirus, I am going to find someone who went to Spring Break in Florida and murder them. Seems fair.",,
981,"Visualizing COVID-19: Coronavirus is named for the crown (or ?úcorona?? of protein spikes that it uses to lock onto the body?ôs ACE2 receptors, found inside the lungs, mouth, and intestine. Learn more about the mechanisms behind SARS-CoV-2: https://bit.ly/3bs2Ua3",,
982,will we ever know the actual number of deaths from corona virus?,,
983,"This is why @realDonaldTrump's Coronavirus babble should not be broadcast live (if at all). It can't be fact-checked quickly enough, and people who believe it can end up killing themselves and others. I'm just surprised he hasn't touted the DIY baking soda and Sprite test yet. ",,
984,"M√©tete votos en tu culo lleno d mierda @gabrielboric y aseg√∫rate q t lleguen al seso, as√≠ tienes m√°s mierda en la cabeza TARADO HDP! SIGUES SIN CACHAR NADA AWEONAO QLO! OJAL√Å T INFECTES CON #CORONAVIRUS RATA ASQUEROSA, A VER SI ENTIENDES LO Q ES PANDEMIA! CTM #COMUNACHODEMIERDA?ëä",,
985,Are you anxious fearful exhausted ill? Let us #PrayTogether Let us put our trust in Jesus #livestream #churchonline #socialdistancing #togetherinChrist #catholic #catholicChurch #vespers #prayer #compline #hope #faith #meditation #isolation #CoronavirusLockdown #coronavirus ,,
986,Coronavirus exposes underfunded health infrastructure ,,
987,"25 million Californians projected to get coronavirus, Gov. Gavin Newsom says http://dlvr.it/RSVXCt #Home #RealEstate #RealEstateAgent #BestRealEstateAgentElkGrove #RealEstateAgentElkGrove #RealtorElkGrove http://dlvr.it/RSVXCx http://dlvr.it/RSVXD6",,
988,'Please do not take medical advice from a woman who's obsessed with losing an election.' #2016Election #Coronavirus #DonaldTrump #Health #HillaryClinton #Politics #Trumpadministration #USNews,,
989,"Spain uses a Madrid ice rink to store bodies amid coronavirus. The country?ôs health care system, morgues and cemeteries are overwhelmed. As of Mar. 24, COVID-19 had killed 2,800 people and sickened nearly 40,000 others throughout Spain. ",,
990,TL;DR China told everyone it wasn't transmitted btwn humans when it clearly was and allowed sick ppl to leave Wuhan. #2019nCoV #COVID19 #coronavirus #CoronavirusLockdown #coronapocalypse,,
991,"McConnell's toxic, partisan game has wasted 10 days of critical coronavirus response time ",,
992,This is where mullahs expelled MSF to cover up the death toll due to #coronavirus. The mullahs lobby try to take advantage at any moments to keep mullahs in power. #FreeIran2020 @peymaneh123 @AmnestyIran @SenMcSallyAZ,,
993,"Labor Department Offers Guidance On Families First Coronavirus Response Act, Effective As Of April 1 ",,
994,"Likely one of the most brilliant minds of our generation Yuval, wrote some thoughts about what the world might look like post coronavirus. I think this applies mostly to the developed world in the immediate future but the income inequality will be a worldwide tragedy. 1/2",,
995,Fauci pushes back against reports of rift with Trump over coronavirus ,,
996,"Thanks Mr. (Future) President... this is a pandemic & he is living in ""reality TV"" land trying to control a ""narrative"" he has no control over, none, zero; he can.not. ""fire"" coronavirus either... @POTUS wake up time to reality. The virus will proceed w/o your approval!",,
997,"""We need artists now more than ever"" BBC News - Terrence McNally: Playwright dies of coronavirus complications ",,
998,https://twitter.com/CountyofLA/status/1242596713652609024 #COVID19 #Coronavirus #FlattenTheCurve,,
999,BREAKING: Five new positive test results for #coronavirus confirmed this afternoon in #Fresno by the county's health department. That brings #FresnoCounty up to 18 cases. https://www.fresnobee.com/news/coronavirus/article241480351.html (via @CarmenGeorge),,
