,0
159,"Due to the Coronavirus outbreak, we’ve changed our opening hours. For more information about our response to the Coronavirus outbreak, read our FAQs https://www.hastingsdirect.com/coronavirus/"
160,"Amid coronavirus pandemic, Iran covers up crucial information and threatens journalists via @CPJMENA"
161,Dr Michael Ryan @WHO Director Health Emergencies Programme stressing the importance to respect #dataprotection #humanrights principles when collecting information on individual citizens - live press conference https://www.who.int/emergencies/diseases/novel-coronavirus-2019 minute 32:00 #COVIDー19
162,"In a time that calls for international cooperation to fight a common threat, Kremlin mouthpiece Sputnik chooses to spread disinformation about COVID-19."
163,"The @WHO is offering important &amp; clear information for the public, including infographics that are easy to share to help ensure that everybody gets the message to protect themselves &amp; others against the #coronavirus https://facebook.com/pg/ifsbh/photos/?tab=album&amp;album_id=10163088677865257 #COVID19 Source: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public"
164,"The need for reliable sources of information is more important than ever. That's why @EP_ScienceTech #ESMH has compiled a list of sources from recognised official international webpages providing daily updates, data &amp; maps about the new #coronavirus. 👇 "
165,"""I would also like to thank @tiktok_uk/@tiktok_us for its contribution of USD 10M dollars, and for its valuable support in helping to reach its large, young audience with reliable health information""-@DrTedros #COVID19 #coronavirus"
166,"""clerical dictatorship ruling #Iran has engaged in a cover-up, preventing the free flow of crucial information about the spread of coronavirus in that country. It covered up the truth in support of its political motives and agenda"" "
167,"🚯Alarming news: Masses of surgical masks found on the beaches of Soko Islands, Hong Kong. ""Due to the current COVID-19 corona virus, the general population have all taken the precaution(...)wearing one to two masks per day."" More information here👇 http://oceansasia.org/beach-mask-coronavirus/"
168,"Someone should do a study about whether and how different countries are providing information about #coronavirus in their national signed languages. Significant differences in approach, speediness and quality. #covid2019 #1ntSL"
169,I plan to meet online platforms next week to understand better the scale of the #disinformation about #covid19 #coronavirus. We all need to work together to ensure the dissemination of reliable information. 👇 
170,How do you adapt your IT infrastructure for #remote workforce? IBM #CIO @fletcherprevin will share practical advice for #WFH companies. Join the Think Leadership Livestream on 3/31 at 1pm ET:
171,How do you adapt your IT infrastructure for #remote workforce? IBM #CIO @fletcherprevin will share practical advice for #WFH companies. Attend the Think Leadership Livestream on 3/31 at 1pm ET:
172,How do you adapt your IT infrastructure for #remote workforce? IBM #CIO @fletcherprevin will share practical advice for #WFH companies. Join the Think Leadership Livestream on 31/3 at 20H Paris time :
173,New #H2020 Work Programme adopted. This update allocates increased funding to 🇪🇺 priorities including €47.5 million for urgently needed research &amp; innovation projects into the #coronavirus. ➡https://ec.europa.eu/info/news/commission-approves-horizon-2020-support-coronavirus-research-and-innovation-2020-mar-25_en
174,Pleased to be part of today’s @WHO @GloPID_R research forum on #nCoV2019 #coronavirus with my @CIHR_IRSC colleague @CKaushic. https://www.who.int/news-room/detail/06-02-2020-who-to-accelerate-research-and-innovation-for-new-coronavirus
175,7/ Ten million passengers fly between Taiwan & China every year. Taiwan has an acute interest in protecting its own & the world’s welfare from this latest health threat. Yet Taiwan was excluded from the WHO emergency meetings on the new coronavirus crisis. 
176,"#Coronavirus - Maybe people will start to realise that #US behaviour and decision making is rarely disconnected from it's business interests. For many years now, they have relentlessly and recklessly driven US Financial Imperialism regardless of the trail of destruction..."
177,What will be the impact of Coronavirus? End of Freedom of Movement? A Global Financial Crisis? Both will have a major impact on the EU and Eurozone. But the same could be said for UK trade talks. We live in interesting times and how this will play out for Brexit and Transition
178,"Non-pharmaceutical interventions like physical distancing are vital to mitigate the risk of #coronavirus. But for &gt; 1 billion people that live in densely populated slums, it's almost impossible. Here's how can slow the spread in such settings: "
179,"I'm encouraged by the intl community's investments in testing R&D. Thank you 🇬🇧for this initiative with 🇸🇳! https://www.ft.com/content/c4dd26c8-679d-11ea-a3c9-1fe6fedcca75 But to end #COVID19 pandemic, the world needs to continue investing in supplies, training &amp; further research! We are truly in this together."
180,"Lack of investments in epidemic preparedness & lack of speed have delayed the #COVID response in many European countries: the consequences have been severe. Now it’s time to catch up, together &amp; until the very last case. #COVID19 #COVID2019 #coronavirus @ifrc @IFRC_Europe"
181,#DonaldTrump is the very worst person to handle the coronavirus crisis. It is the first major crisis Trump has faced that is not of his own making. Stocks down to 2008 after flight stop https://www.theguardian.com/world/2020/mar/12/donald-trump-coronavirus-crisis?CMP=Share_AndroidApp_Tweet #Trump #GOP #Republicans #JoeBiden #coronavirus #COVID19 #investments
182,"#coronavirus live updates: two senior Hubei officials sacked as deaths pass 1,000 – Some analysts are warning that the impact from the outbreak on the global economy could be much greater than #investors appear to think https://www.theguardian.com/world/live/2020/feb/11/coronavirus-live-updates-deaths-infections-symptoms-transmission-wuhan-china-cruise-ship-quarantine-cases-hong-kong?CMP=Share_AndroidApp_Tweet #CoronaOutbreak #investment"
183,"The Netherlands has recalled hundreds of thousands of masks ordered from China + distributed to hospitals bc they failed to meet safety standards says the Dutch health ministry. Spain returned 9,000 defective #coronavirus testing kits ordered from an unauthorised Chinese company"
184,"As Italy mourns thousands of coronavirus dead, and survivors brace for life in an economic wasteland, one rung of society looks to win big: organised crime "
185,Scoop: Amazon warehouse workers in Staten Island are planning a strike on Monday to demand protections for employees who continue to come to work amid the coronavirus outbreak. They want Amazon to shut down JFK8 after an employee tested positive. 
