Tweet,Cluster
President Trump is temporarily suspending immigration to the US due to the Coronavirus. Nice. I think we should keep it shut down until the wall is finished. Heaven has a wall &amp; strict immigration policies. Hell has open borders.,0
"New tool in the fight against #coronavirus outbreak - #NIH issued treatment guidelines for #COVID19 today. Based on published&amp;preliminary data, and clinical expertise from frontline clinicians, this state-of-the-art approach to care is a valuable resource.",5
Cities Around The World Are Opening Streets To Pedestrians During Coronavirus. Why Not NYC? ,5
The FDA has approved the first in-home test for the coronavirus. The nasal swab kit will be sold by LabCorp and will require a doctor’s order to purchase. ,5
"At least seven people in Milwaukee appear to have contracted the coronavirus through in-person voting in the April 7 election in Wisconsin, Milwaukee’s health commissioner said ",1
"TOLD YOU SO - L.A. County: Coronavirus Outbreak 55X More Widespread, Less Deadly  via @BreitbartNews",1
"We all know the playbook by now. Whenever Trump wants to change the subject, he says something racist/draconian about immigration. He has failed the response to coronavirus &amp; has no plan for testing/tracing. Americans know it, his poll numbers are falling—so voila, same old song. ",0
"Coronavirus cases are likely 10 to 20 times higher in US than reported, ex-FDA chief Gottlieb says ",2
Everyone seeking to understand the extent of Trump’s botched response to COVID-19 must recognize that Trump wasted one of the country’s best weapons to fight a pandemic: The Strategic National Stockpile of protective equipment.,0
CRENSHAW CRUSH: Rep. Dan Crenshaw SCHOOLS Bill Maher on Trump’s Coronavirus Response ,1
#GoodNewsOfTheDay → The FDA approved an at-home COVID-19 test—a total game changer for re-opening our country and getting our economy back up and running.,5
.@TexasDemocrats launch site to help Texans register to vote from home during #coronavirus. Voters who submit form get filled-out application w/ postage-paid envelope pre-addressed to county voter registrar. ,1
"Here is the state of coronavirus in New York: - The total hospitalizations remain flat - The overall curve is on the way down - Number of intubations is down - There are about 1,300 new cases - 481 people died yesterday ",2
"This video, like everything CNN broadcasts, is fake news propaganda. A coronavirus-infected Cuomo was hanging with his family on Easter Sunday outside his house and got into a confrontation with his neighbor on the street. The man filed a police report: ",5
Trump is trying to distract and deflect from his failure to address the ongoing pandemic. To our immigrant community: know that we see you and we won’t stop fighting against Trump’s anti-immigrant agenda.,0
"A month after the tribe’s first confirmed case, at least 1,197 Navajo residents have tested positive for the coronavirus, while 44 have died, officials say. (1/7) #NBCNewsThreads ",2
Texas Republicans have made coronavirus fallout worse by fighting Medicaid expansion. New op’ed by Texas Democratic Party Chair @HinojosaTX,1
"NEW: First LA antibody test results are in. “That translates to roughly 221,000 to 442,000 adults who have recovered from an infection, once margin of error is taken into account...The county had reported fewer than 8,000 cases at that time.”",2
Watch: Trump denies saying things he previously said about the coronavirus ,0
"Where’s the proof the numbers are padded? New York boosted its #Coronavirus death count by 30%, adding almost 4,000 people who never tested positive. This bogus counting is going on nationwide with CDC encouragement, rendering the entire count unreliable ",5
In Buffalo holding a briefing on #Coronavirus. Watch Live. ,7
Birdman to pay for New Orleans residents' rent amid coronavirus pandemic 🙌 ,1
"Coronavirus #s at this moment, via Johns Hopkins: 2,499,723 -- confirmed cases globally 171,718 -- deaths globally 788,110 -- confirmed US cases 42,374 -- deaths in US 1 -- US rank in confirmed cases Stats regularly updated here: ",2
"""At least 7 new coronavirus cases appear to be related to Wisconsin's election, Milwaukee health commissioner says"" ",2
"Officials have identified seven people who appear to have contracted the coronavirus through activities related to the April 7 election in Wisconsin, Milwaukee's health commissioner said. 6 cases involve Milwaukee voters. One is a Milwaukee poll worker. ",5
Together we can help slow the spread of #coronavirus. Learn ways to protect yourself and others at  #COVID19,5
I can’t believe it’s come to this. Can the coronavirus be spread through farts? ,4
"""52% of Americans under the age of 45 have either lost their job, been put on leave, or had their hours dramatically cut as a result of the coronavirus pandemic, compared to 26% of people over the age of 45."" ",5
Washington D.C. coronavirus deaths by race: 80% black 11% white 9% other Washington D.C. population by race: 46% black 37% white 17% other,1
"NEW: Spectrum has continued to force thousands of workers to go into the office, and now more than 230 people are sick with the coronavirus ",5
"Have any ""non-essential"" federal and state/local workers been laid off? Or is just the private sector supposed to go through all the economic ""inconvenience"" of the #coronavirus shutdown? ",1
"Jared Kushner's coronavirus shadow task force is filled not with experts on public health, but with health care investors and those who profit from the health care business. There has been no disclosure of their interests, ties, or potential conflicts. ",1
"#CORONAVIRUS UPDATES: 787,960 infected, 42,364 deaths in U.S. ",2
"America produced an unprecedented amount of warplanes, tanks and battleships in the effort to crush Nazi Germany. But now we can’t manufacture enough cloth masks and cotton swabs to defeat #coronavirus? Leadership matters. FDR had it. It’s missing right now.",1
"Trump and Putin appear to have had more sustained contact with each other in the past two weeks than at any time since 2016, as the Kremlin tries to use the coronavirus pandemic to normalize long-strained relations with Washington. ",0
"More Than 400,000 In L.A. County May Have Already Had Coronavirus, New Study Finds  via @gatewaypundit",5
THIS IS HAPPENING TODAY. #amazonstrike,1
"MILWAUKEE — Officials have identified seven people who appear to have contracted the coronavirus through activities related to the April 7 election in Wisconsin, Milwaukee’s health commissioner said. ",5
"Trump’s shiny coins to distract from coronavirus mishandling: *Monday-absolute authority *Tues-defund WHO *Wedn-adjourn Senate *Thurs-reopen plan *Fri-liberate *Monday-ban immigrants He is trying to distract from 42,500 Americans dead and counting! Don’t fall for it!",1
"I tried to pitch the excess mortality story to editors elsewhere more than two weeks ago. Glad The Times is on the case. 28,000 Missing Deaths: Tracking the True Toll of the Coronavirus Crisis ",2
"A terribly sad story. They contracted coronavirus from an asymptomatic friend at a reunion. RIP, Mr. and Mrs. Baker. 🙏 ",1
"When President Trump uses the phrase “invisible enemy” to describe the coronavirus, he is using the vocabulary of medieval libels against Jews. ",0
"Fed up nurses file lawsuits, plan protest at White House over lack of coronavirus protections ",1
"Scientists are realizing that although the lungs are ground zero, the reach of the novel #coronavirus can extend to many organs including the heart and blood vessels, kidneys, gut, and brain.  @pulitzercenter",1
"An internal memo written by U.S. officials and addressed to Mike Pompeo warns that cutting funding to the World Health Organization, as Trump said he would do, would threaten U.S. lives and hobble global efforts to combat the coronavirus pandemic. ",0
A new WSJ/NBC News poll finds 67 percent—a full two-thirds of Americans—support allowing everyone to vote by mail this November. And 58 percent support making that change permanent past the coronavirus crisis. via @AlexaCorse,1
